"","soil_moisture_id","plot_id","soil_moisture_earlyAug_hc","soil_moisture_lateAug_hc","soil_moisture_earlySep_hc","soil_moisture_earlyAug_solo","soil_moisture_lateAug_solo","soil_moisture_earlySep_solo","date_collected","notes"
"26",26,"10D",17.53333333,17.53333333,6.1,13.76666667,14.26666667,5.433333333,2015,NA
"27",27,"10D",17.53333333,17.53333333,6.1,15.4,17.06666667,5.6,2015,NA
"28",28,"10D",17.53333333,17.53333333,6.1,15.4,17.06666667,5.6,2015,NA
"29",29,"10E",13.8,13.8,5.766666667,13.13333333,14.9,6.266666667,2015,NA
"30",30,"10E",13.8,13.8,5.766666667,13.13333333,14.9,6.266666667,2015,NA
"31",31,"10E",13.8,13.8,5.766666667,14.43333333,15.73333333,5.766666667,2015,NA
"32",32,"10E",13.8,13.8,5.766666667,14.43333333,15.73333333,5.766666667,2015,NA
"33",33,"10E",13.8,13.8,5.766666667,11.83333333,16.9,5.933333333,2015,NA
"34",34,"10E",13.8,13.8,5.766666667,11.83333333,16.9,5.933333333,2015,NA
"35",35,"10F",15.4,15.4,9.333333333,17.23333333,19.66666667,8.833333333,2015,NA
"36",36,"10F",15.4,15.4,9.333333333,17.23333333,19.66666667,8.833333333,2015,NA
"37",37,"10F",15.4,15.4,9.333333333,17.73333333,19.33333333,9.333333333,2015,NA
"38",38,"10F",15.4,15.4,9.333333333,17.73333333,19.33333333,9.333333333,2015,NA
"39",39,"10F",15.4,15.4,9.333333333,13,14.43333333,5.766666667,2015,NA
"40",40,"10F",15.4,15.4,9.333333333,13,14.43333333,5.766666667,2015,NA
"41",41,"10F",15.4,15.4,9.333333333,14.9,16.4,8.066666667,2015,NA
"42",42,"10F",15.4,15.4,9.333333333,14.9,16.4,8.066666667,2015,NA
"43",43,"10G",14.56666667,14.56666667,5.766666667,12.63333333,13.43333333,5.766666667,2015,NA
"44",44,"10G",14.56666667,14.56666667,5.766666667,12.63333333,13.43333333,5.766666667,2015,NA
"45",45,"10G",14.56666667,14.56666667,5.766666667,13.43333333,10.83333333,5.733333333,2015,NA
"46",46,"10G",14.56666667,14.56666667,5.766666667,13.43333333,10.83333333,5.733333333,2015,NA
"47",47,"10G",14.56666667,14.56666667,5.766666667,12.16666667,12.16666667,5.933333333,2015,NA
"48",48,"10G",14.56666667,14.56666667,5.766666667,14.1,15.4,5.266666667,2015,NA
"49",49,"10G",14.56666667,14.56666667,5.766666667,14.1,15.4,5.266666667,2015,NA
"50",50,"10H",18.66666667,18.66666667,7.1,15.56666667,18.86666667,6.6,2015,NA
"51",51,"10H",18.66666667,18.66666667,7.1,15.56666667,18.86666667,6.6,2015,NA
"52",52,"10H",18.66666667,18.66666667,7.1,17.4,20.3,8.366666667,2015,NA
"53",53,"10H",18.66666667,18.66666667,7.1,17.4,20.3,8.366666667,2015,NA
"54",54,"10H",18.66666667,18.66666667,7.1,15.73333333,18.66666667,7.1,2015,NA
"55",55,"10H",18.66666667,18.66666667,7.1,15.73333333,18.66666667,7.1,2015,NA
"56",56,"10I",15.1,15.1,6.1,13.93333333,16.9,5.766666667,2015,NA
"57",57,"10I",15.1,15.1,6.1,13.93333333,16.9,5.766666667,2015,NA
"58",58,"10I",15.1,15.1,6.1,13.9,15.73333333,5.433333333,2015,NA
"59",59,"10I",15.1,15.1,6.1,13.9,15.73333333,5.433333333,2015,NA
"60",60,"10I",15.1,15.1,6.1,11.66666667,12.83333333,4.6,2015,NA
"61",61,"10I",15.1,15.1,6.1,11.66666667,12.83333333,4.6,2015,NA
"62",62,"10J",15.1,15.1,10.66666667,14.4,17.9,7.4,2015,NA
"63",63,"10J",15.1,15.1,10.66666667,14.4,17.9,7.4,2015,NA
"64",64,"10K",16.73333333,16.73333333,5.266666667,15.56666667,18.23333333,5.6,2015,NA
"65",65,"10K",16.73333333,16.73333333,5.266666667,15.56666667,18.23333333,5.6,2015,NA
"66",66,"10K",16.73333333,16.73333333,5.266666667,13.3,15.26666667,3.133333333,2015,NA
"67",67,"10K",16.73333333,16.73333333,5.266666667,13.3,15.26666667,3.133333333,2015,NA
"68",68,"10L",18.23333333,18.23333333,8.666666667,17.06666667,19,7.4,2015,NA
"69",69,"10L",18.23333333,18.23333333,8.666666667,17.06666667,19,7.4,2015,NA
"70",70,"12A",16.9,16.9,7.533333333,16.4,17.23333333,8.666666667,2015,NA
"71",71,"12A",16.9,16.9,7.533333333,16.4,17.23333333,8.666666667,2015,NA
"72",72,"12A",16.9,16.9,7.533333333,16.56666667,18.2,9.366666667,2015,NA
"73",73,"12A",16.9,16.9,7.533333333,16.56666667,18.2,9.366666667,2015,NA
"74",74,"12A",16.9,16.9,7.533333333,17.56666667,18.43333333,8.666666667,2015,NA
"75",75,"12A",16.9,16.9,7.533333333,17.56666667,18.43333333,8.666666667,2015,NA
"76",76,"12A",16.9,16.9,7.533333333,13.93333333,15.06666667,6.766666667,2015,NA
"77",77,"12A",16.9,16.9,7.533333333,13.93333333,15.06666667,6.766666667,2015,NA
"78",78,"12B",14.73333333,14.73333333,5.1,17.86666667,17.06666667,6.266666667,2015,NA
"79",79,"12B",14.73333333,14.73333333,5.1,17.86666667,17.06666667,6.266666667,2015,NA
"80",80,"12B",14.73333333,14.73333333,5.1,14.26666667,12.63333333,6.266666667,2015,NA
"81",81,"12B",14.73333333,14.73333333,5.1,14.26666667,12.63333333,6.266666667,2015,NA
"82",82,"12B",14.73333333,14.73333333,5.1,11.96666667,17.53333333,7.266666667,2015,NA
"83",83,"12B",14.73333333,14.73333333,5.1,11.96666667,17.53333333,7.266666667,2015,NA
"84",84,"12C",17.9,17.9,7.4,16.73333333,16.73333333,6.9,2015,NA
"85",85,"12C",17.9,17.9,7.4,16.73333333,16.73333333,6.9,2015,NA
"86",86,"12C",17.9,17.9,7.4,17.9,16.9,6.6,2015,NA
"87",87,"12C",17.9,17.9,7.4,17.9,16.9,6.6,2015,NA
"88",88,"12C",17.9,17.9,7.4,17.73333333,18.83333333,6.433333333,2015,NA
"89",89,"12C",17.9,17.9,7.4,17.73333333,18.83333333,6.433333333,2015,NA
"90",90,"12C",17.9,17.9,7.4,13,15.76666667,7.1,2015,NA
"91",91,"12C",17.9,17.9,7.4,13,15.76666667,7.1,2015,NA
"92",92,"12D",17.73333333,17.73333333,7.866666667,17.23333333,18.53333333,6.433333333,2015,NA
"93",93,"12D",17.73333333,17.73333333,7.866666667,17.23333333,18.53333333,6.433333333,2015,NA
"94",94,"12D",17.73333333,17.73333333,7.866666667,15.9,16.9,6.266666667,2015,NA
"95",95,"12D",17.73333333,17.73333333,7.866666667,15.9,16.9,6.266666667,2015,NA
"96",96,"12D",17.73333333,17.73333333,7.866666667,17.73333333,17.4,6.766666667,2015,NA
"97",97,"12D",17.73333333,17.73333333,7.866666667,17.73333333,17.4,6.766666667,2015,NA
"98",98,"12D",17.73333333,17.73333333,7.866666667,16.73333333,17.73333333,6.433333333,2015,NA
"99",99,"12D",17.73333333,17.73333333,7.866666667,16.73333333,17.73333333,6.433333333,2015,NA
"100",100,"12E",18.06666667,18.06666667,6.166666667,14.43333333,15.4,5.5,2015,NA
"101",101,"12E",18.06666667,18.06666667,6.166666667,14.43333333,15.4,5.5,2015,NA
"102",102,"12E",18.06666667,18.06666667,6.166666667,14.76666667,17.56666667,5.733333333,2015,NA
"103",103,"12E",18.06666667,18.06666667,6.166666667,16.06666667,17.9,6.9,2015,NA
"104",104,"12E",18.06666667,18.06666667,6.166666667,16.06666667,17.9,6.9,2015,NA
"105",105,"12F",24.06666667,24.06666667,8.833333333,21.16666667,23.76666667,10.33333333,2015,NA
"106",106,"12F",24.06666667,24.06666667,8.833333333,21.16666667,23.76666667,10.33333333,2015,NA
"107",107,"12F",24.06666667,24.06666667,8.833333333,20.63333333,20.63333333,7.733333333,2015,NA
"108",108,"12F",24.06666667,24.06666667,8.833333333,20.63333333,20.63333333,7.733333333,2015,NA
"109",109,"12F",24.06666667,24.06666667,8.833333333,19.83333333,21.3,8.666666667,2015,NA
"110",110,"12F",24.06666667,24.06666667,8.833333333,19.83333333,21.3,8.666666667,2015,NA
"111",111,"12F",24.06666667,24.06666667,8.833333333,20.3,20.66666667,10,2015,NA
"112",112,"12F",24.06666667,24.06666667,8.833333333,20.3,20.66666667,10,2015,NA
"113",113,"12G",12.66666667,12.66666667,6.6,15.73333333,13.6,7.433333333,2015,NA
"114",114,"12G",12.66666667,12.66666667,6.6,15.73333333,13.6,7.433333333,2015,NA
"115",115,"12G",12.66666667,12.66666667,6.6,11.83333333,12.63333333,5.766666667,2015,NA
"116",116,"12G",12.66666667,12.66666667,6.6,11.83333333,12.63333333,5.766666667,2015,NA
"117",117,"12G",12.66666667,12.66666667,6.6,12,14.6,6.1,2015,NA
"118",118,"12G",12.66666667,12.66666667,6.6,12,14.6,6.1,2015,NA
"119",119,"12G",12.66666667,12.66666667,6.6,13.3,12.96666667,5.766666667,2015,NA
"120",120,"12G",12.66666667,12.66666667,6.6,13.3,12.96666667,5.766666667,2015,NA
"121",121,"12H",13.13333333,13.13333333,5.1,10.83333333,10.66666667,4.933333333,2015,NA
"122",122,"12H",13.13333333,13.13333333,5.1,10.83333333,10.66666667,4.933333333,2015,NA
"123",123,"12H",13.13333333,13.13333333,5.1,NA,11,6.266666667,2015,NA
"124",124,"12H",13.13333333,13.13333333,5.1,NA,11,6.266666667,2015,NA
"125",125,"12H",13.13333333,13.13333333,5.1,10.33333333,12,6.1,2015,NA
"126",126,"12H",13.13333333,13.13333333,5.1,10.33333333,12,6.1,2015,NA
"127",127,"12I",12.83333333,12.83333333,5.033333333,13.6,15.06666667,4.933333333,2015,NA
"128",128,"12I",12.83333333,12.83333333,5.033333333,13.6,15.06666667,4.933333333,2015,NA
"129",129,"12I",12.83333333,12.83333333,5.033333333,12.16666667,13.8,5.266666667,2015,NA
"130",130,"12I",12.83333333,12.83333333,5.033333333,12.16666667,13.8,5.266666667,2015,NA
"131",131,"12J",15.26666667,15.26666667,6.266666667,16.9,17.86666667,6.1,2015,NA
"132",132,"12J",15.26666667,15.26666667,6.266666667,16.9,17.86666667,6.1,2015,NA
"133",133,"12J",15.26666667,15.26666667,6.266666667,16.9,16.73333333,5.433333333,2015,NA
"134",134,"12J",15.26666667,15.26666667,6.266666667,16.9,16.73333333,5.433333333,2015,NA
"135",135,"12K",16.6,16.6,4.85,12.83333333,14.26666667,4.933333333,2015,NA
"136",136,"12K",16.6,16.6,4.85,12.83333333,14.26666667,4.933333333,2015,NA
"137",137,"12K",16.6,16.6,4.85,11.83333333,14.6,4.933333333,2015,NA
"138",138,"12K",16.6,16.6,4.85,11.83333333,14.6,4.933333333,2015,NA
"139",139,"12K",16.6,16.6,4.85,NA,14.6,5.766666667,2015,NA
"140",140,"12K",16.6,16.6,4.85,NA,14.6,5.766666667,2015,NA
"141",141,"12K",16.6,16.6,4.85,13.46666667,16.06666667,6.766666667,2015,NA
"142",142,"12K",16.6,16.6,4.85,13.46666667,16.06666667,6.766666667,2015,NA
"143",143,"12L",13.3,13.3,5.6,14.13333333,16.56666667,6.1,2015,NA
"144",144,"12L",13.3,13.3,5.6,12.63333333,18.83333333,6.266666667,2015,NA
"145",145,"12L",13.3,13.3,5.6,12.63333333,18.83333333,6.266666667,2015,NA
"146",146,"12L",13.3,13.3,5.6,23.6,21.46666667,6.1,2015,NA
"147",147,"12L",13.3,13.3,5.6,23.6,21.46666667,6.1,2015,NA
"148",148,"12M",18.06666667,18.06666667,7.066666667,16.4,14.43333333,8.066666667,2015,NA
"149",149,"12M",18.06666667,18.06666667,7.066666667,16.4,14.43333333,8.066666667,2015,NA
"150",150,"12M",18.06666667,18.06666667,7.066666667,12.8,13.93333333,6.766666667,2015,NA
"151",151,"12M",18.06666667,18.06666667,7.066666667,12.8,13.93333333,6.766666667,2015,NA
"152",152,"12N",14.4,14.4,9.2,15.1,14.4,7.433333333,2015,NA
"153",153,"12N",14.4,14.4,9.2,15.1,14.4,7.433333333,2015,NA
"154",154,"12O",25.26666667,25.26666667,7.7,20.63333333,23.76666667,8.233333333,2015,NA
"155",155,"12O",25.26666667,25.26666667,7.7,20.63333333,23.76666667,8.233333333,2015,NA
"156",156,"15A",22.13333333,22.13333333,9.5,21.3,24.9,10,2015,NA
"157",157,"15A",22.13333333,22.13333333,9.5,21.3,24.9,10,2015,NA
"158",158,"15A",22.13333333,22.13333333,9.5,17.06666667,21.8,8.2,2015,NA
"159",159,"15A",22.13333333,22.13333333,9.5,17.06666667,21.8,8.2,2015,NA
"160",160,"15A",22.13333333,22.13333333,9.5,20.83333333,22.63333333,8.5,2015,NA
"161",161,"15A",22.13333333,22.13333333,9.5,20.83333333,22.63333333,8.5,2015,NA
"162",162,"15A",22.13333333,22.13333333,9.5,20.23333333,24.1,10.33333333,2015,NA
"163",163,"15A",22.13333333,22.13333333,9.5,20.23333333,24.1,10.33333333,2015,NA
"164",164,"15B",24.43333333,24.43333333,8.366666667,21.3,26.06666667,9.5,2015,NA
"165",165,"15B",24.43333333,24.43333333,8.366666667,21.3,26.06666667,9.5,2015,NA
"166",166,"15B",24.43333333,24.43333333,8.366666667,19,25.56666667,9.2,2015,NA
"167",167,"15B",24.43333333,24.43333333,8.366666667,19,25.56666667,9.2,2015,NA
"168",168,"15B",24.43333333,24.43333333,8.366666667,19.66666667,23.43333333,6.566666667,2015,NA
"169",169,"15B",24.43333333,24.43333333,8.366666667,19.66666667,23.43333333,6.566666667,2015,NA
"170",170,"15B",24.43333333,24.43333333,8.366666667,23.13333333,22.46666667,9.833333333,2015,NA
"171",171,"15B",24.43333333,24.43333333,8.366666667,23.13333333,22.46666667,9.833333333,2015,NA
"172",172,"15C",22.66666667,22.66666667,9.7,21.96666667,26.53333333,9.533333333,2015,NA
"173",173,"15C",22.66666667,22.66666667,9.7,21.96666667,26.53333333,9.533333333,2015,NA
"174",174,"15C",22.66666667,22.66666667,9.7,15.93333333,21,7.1,2015,NA
"175",175,"15C",22.66666667,22.66666667,9.7,15.93333333,21,7.1,2015,NA
"176",176,"15C",22.66666667,22.66666667,9.7,20.46666667,25.06666667,9.533333333,2015,NA
"177",177,"15C",22.66666667,22.66666667,9.7,20.46666667,25.06666667,9.533333333,2015,NA
"178",178,"15C",22.66666667,22.66666667,9.7,17.06666667,27.2,10.2,2015,NA
"179",179,"15C",22.66666667,22.66666667,9.7,17.06666667,27.2,10.2,2015,NA
"180",180,"15D",18.36666667,18.36666667,5.6,13.13333333,16.56666667,5.1,2015,NA
"181",181,"15D",18.36666667,18.36666667,5.6,13.13333333,16.56666667,5.1,2015,NA
"182",182,"15D",18.36666667,18.36666667,5.6,12.8,17.56666667,4.766666667,2015,NA
"183",183,"15D",18.36666667,18.36666667,5.6,12.8,17.56666667,4.766666667,2015,NA
"184",184,"15D",18.36666667,18.36666667,5.6,12,17.56666667,5.266666667,2015,NA
"185",185,"15D",18.36666667,18.36666667,5.6,12,17.56666667,5.266666667,2015,NA
"186",186,"15D",18.36666667,18.36666667,5.6,13.6,18.03333333,5.933333333,2015,NA
"187",187,"15D",18.36666667,18.36666667,5.6,13.6,18.03333333,5.933333333,2015,NA
"188",188,"15E",21.13333333,21.13333333,6.9,17.86666667,19.96666667,6.933333333,2015,NA
"189",189,"15E",21.13333333,21.13333333,6.9,17.86666667,19.96666667,6.933333333,2015,NA
"190",190,"15E",21.13333333,21.13333333,6.9,12.13333333,17.36666667,7.6,2015,NA
"191",191,"15E",21.13333333,21.13333333,6.9,12.13333333,17.36666667,7.6,2015,NA
"192",192,"15E",21.13333333,21.13333333,6.9,14.56666667,18.53333333,6.85,2015,NA
"193",193,"15E",21.13333333,21.13333333,6.9,14.56666667,18.53333333,6.85,2015,NA
"194",194,"15E",21.13333333,21.13333333,6.9,12.96666667,17.06666667,5.1,2015,NA
"195",195,"15E",21.13333333,21.13333333,6.9,12.96666667,17.06666667,5.1,2015,NA
"196",196,"15F",15.9,15.9,6.433333333,14.4,18.23333333,8.066666667,2015,NA
"197",197,"15F",15.9,15.9,6.433333333,14.4,18.23333333,8.066666667,2015,NA
"198",198,"15F",15.9,15.9,6.433333333,12.33333333,15.9,6.266666667,2015,NA
"199",199,"15F",15.9,15.9,6.433333333,12.33333333,15.9,6.266666667,2015,NA
"200",200,"15F",15.9,15.9,6.433333333,9.833333333,NA,5.433333333,2015,NA
"201",201,"15F",15.9,15.9,6.433333333,9.833333333,NA,5.433333333,2015,NA
"202",202,"15F",15.9,15.9,6.433333333,14.23333333,17.73333333,6.766666667,2015,NA
"203",203,"15F",15.9,15.9,6.433333333,12.33333333,15.9,7.1,2015,NA
"204",204,"15F",15.9,15.9,6.433333333,12.33333333,15.9,7.1,2015,NA
"205",205,"15G",15.9,15.9,NA,10.83333333,14.56666667,NA,2015,NA
"206",206,"15G",15.9,15.9,NA,10.83333333,14.56666667,NA,2015,NA
"207",207,"15G",15.9,15.9,NA,12.16666667,14.76666667,NA,2015,NA
"208",208,"15G",15.9,15.9,NA,12.16666667,14.76666667,NA,2015,NA
"209",209,"15H",27.53333333,27.53333333,13.3,25.53333333,30.3,14.23333333,2015,NA
"210",210,"15H",27.53333333,27.53333333,13.3,25.53333333,30.3,14.23333333,2015,NA
"211",211,"15H",27.53333333,27.53333333,13.3,27.76666667,29.8,13.93333333,2015,NA
"212",212,"15H",27.53333333,27.53333333,13.3,27.76666667,29.8,13.93333333,2015,NA
"213",213,"15H",27.53333333,27.53333333,13.3,15.23333333,19.66666667,6.933333333,2015,NA
"214",214,"15H",27.53333333,27.53333333,13.3,15.23333333,19.66666667,6.933333333,2015,NA
"215",215,"15I",16.23333333,16.23333333,4.433333333,11.83333333,14.73333333,3.933333333,2015,NA
"216",216,"15I",16.23333333,16.23333333,4.433333333,11.83333333,14.73333333,3.933333333,2015,NA
"217",217,"15I",16.23333333,16.23333333,4.433333333,11.33333333,14.26666667,3.933333333,2015,NA
"218",218,"15I",16.23333333,16.23333333,4.433333333,11.33333333,14.26666667,3.933333333,2015,NA
"219",219,"15I",16.23333333,16.23333333,4.433333333,11.83333333,15.56666667,4.1,2015,NA
"220",220,"15I",16.23333333,16.23333333,4.433333333,11.83333333,15.56666667,4.1,2015,NA
"221",221,"15I",16.23333333,16.23333333,4.433333333,12.33333333,15.93333333,4.766666667,2015,NA
"222",222,"15I",16.23333333,16.23333333,4.433333333,12.33333333,15.93333333,4.766666667,2015,NA
"223",223,"15J",17.9,17.9,8.066666667,13.46666667,17.56666667,6.933333333,2015,NA
"224",224,"15J",17.9,17.9,8.066666667,13.46666667,17.56666667,6.933333333,2015,NA
"225",225,"15J",17.9,17.9,8.066666667,12.83333333,17.06666667,6.433333333,2015,NA
"226",226,"15J",17.9,17.9,8.066666667,12.83333333,17.06666667,6.433333333,2015,NA
"227",227,"15J",17.9,17.9,8.066666667,12.33333333,16.23333333,5.933333333,2015,NA
"228",228,"15J",17.9,17.9,8.066666667,12.33333333,16.23333333,5.933333333,2015,NA
"229",229,"15K",13.63333333,13.63333333,6.566666667,16.23333333,18.7,5.6,2015,NA
"230",230,"15K",13.63333333,13.63333333,6.566666667,16.23333333,18.7,5.6,2015,NA
"231",231,"15L",10.83333333,10.83333333,4.266666667,8.7,9.333333333,3.466666667,2015,NA
"232",232,"15L",10.83333333,10.83333333,4.266666667,8.7,9.333333333,3.466666667,2015,NA
"233",233,"15M",26.03333333,26.03333333,10.33333333,19.66666667,21.96666667,10.16666667,2015,NA
"234",234,"15M",26.03333333,26.03333333,10.33333333,19.66666667,21.96666667,10.16666667,2015,NA
"235",235,"15M",26.03333333,26.03333333,10.33333333,20.33333333,24.93333333,10.66666667,2015,NA
"236",236,"15M",26.03333333,26.03333333,10.33333333,20.33333333,24.93333333,10.66666667,2015,NA
"237",237,"2A",17.23333333,17.23333333,6.1,18.23333333,17.56666667,4.1,2015,NA
"238",238,"2A",17.23333333,17.23333333,6.1,18.23333333,17.56666667,4.1,2015,NA
"239",239,"2A",17.23333333,17.23333333,6.1,18.23333333,19.96666667,4.1,2015,NA
"240",240,"2A",17.23333333,17.23333333,6.1,18.23333333,19.96666667,4.1,2015,NA
"241",241,"2A",17.23333333,17.23333333,6.1,17.9,20.16666667,5.1,2015,NA
"242",242,"2A",17.23333333,17.23333333,6.1,17.9,20.16666667,5.1,2015,NA
"243",243,"2B",13.26666667,13.26666667,4.6,14.43333333,14.9,5.1,2015,NA
"244",244,"2B",13.26666667,13.26666667,4.6,14.43333333,14.9,5.1,2015,NA
"245",245,"2B",13.26666667,13.26666667,4.6,15.56666667,16.23333333,5.433333333,2015,NA
"246",246,"2B",13.26666667,13.26666667,4.6,15.56666667,16.23333333,5.433333333,2015,NA
"247",247,"2B",13.26666667,13.26666667,4.6,15.9,15.56666667,5.266666667,2015,NA
"248",248,"2B",13.26666667,13.26666667,4.6,15.9,15.56666667,5.266666667,2015,NA
"249",249,"2B",13.26666667,13.26666667,4.6,16.06666667,14.9,5.266666667,2015,NA
"250",250,"2B",13.26666667,13.26666667,4.6,16.06666667,14.9,5.266666667,2015,NA
"251",251,"2B",13.26666667,13.26666667,4.6,14.6,15.9,5.6,2015,NA
"252",252,"2B",13.26666667,13.26666667,4.6,14.6,15.9,5.6,2015,NA
"253",253,"2C",16.56666667,16.56666667,8.666666667,14.3,15.06666667,7.433333333,2015,NA
"254",254,"2C",16.56666667,16.56666667,8.666666667,14.3,15.06666667,7.433333333,2015,NA
"255",255,"2C",16.56666667,16.56666667,8.666666667,15.06666667,17.9,7.433333333,2015,NA
"256",256,"2C",16.56666667,16.56666667,8.666666667,15.06666667,17.9,7.433333333,2015,NA
"257",257,"2C",16.56666667,16.56666667,8.666666667,16.56666667,17.06666667,9.5,2015,NA
"258",258,"2C",16.56666667,16.56666667,8.666666667,16.56666667,17.06666667,9.5,2015,NA
"259",259,"2D",15.9,15.9,7.433333333,13.6,15.9,6.766666667,2015,NA
"260",260,"2D",15.9,15.9,7.433333333,13.6,15.9,6.766666667,2015,NA
"261",261,"2D",15.9,15.9,7.433333333,13.46666667,13.76666667,5.766666667,2015,NA
"262",262,"2D",15.9,15.9,7.433333333,13.46666667,13.76666667,5.766666667,2015,NA
"263",263,"2D",15.9,15.9,7.433333333,15.9,15.76666667,7.4,2015,NA
"264",264,"2D",15.9,15.9,7.433333333,15.9,15.76666667,7.4,2015,NA
"265",265,"2E",20.46666667,20.46666667,9,22.96666667,20.33333333,8.833333333,2015,NA
"266",266,"2E",20.46666667,20.46666667,9,22.96666667,20.33333333,8.833333333,2015,NA
"267",267,"2E",20.46666667,20.46666667,9,21.46666667,18.7,9.166666667,2015,NA
"268",268,"2E",20.46666667,20.46666667,9,21.46666667,18.7,9.166666667,2015,NA
"269",269,"2E",20.46666667,20.46666667,9,24.6,21.3,9.833333333,2015,NA
"270",270,"2E",20.46666667,20.46666667,9,24.6,21.3,9.833333333,2015,NA
"271",271,"2F",20.66666667,20.66666667,11,19,19.2,8.366666667,2015,NA
"272",272,"2F",20.66666667,20.66666667,11,19,19.2,8.366666667,2015,NA
"273",273,"2F",20.66666667,20.66666667,11,24.76666667,21.46666667,7.4,2015,NA
"274",274,"2F",20.66666667,20.66666667,11,24.76666667,21.46666667,7.4,2015,NA
"275",275,"2F",20.66666667,20.66666667,11,NA,22.93333333,11.16666667,2015,NA
"276",276,"2F",20.66666667,20.66666667,11,NA,22.93333333,11.16666667,2015,NA
"277",277,"2F",20.66666667,20.66666667,11,25.4,27.7,9.533333333,2015,NA
"278",278,"2F",20.66666667,20.66666667,11,25.4,27.7,9.533333333,2015,NA
"279",279,"2G",19.5,19.5,7.9,14.13333333,13.76666667,5.766666667,2015,NA
"280",280,"2G",19.5,19.5,7.9,14.13333333,13.76666667,5.766666667,2015,NA
"281",281,"2G",19.5,19.5,7.9,13.8,15.73333333,5.433333333,2015,NA
"282",282,"2G",19.5,19.5,7.9,13.8,15.73333333,5.433333333,2015,NA
"283",283,"2G",19.5,19.5,7.9,18.23333333,18.83333333,7.566666667,2015,NA
"284",284,"2G",19.5,19.5,7.9,18.23333333,18.83333333,7.566666667,2015,NA
"285",285,"2H",16.23333333,16.23333333,7.733333333,13.6,13.76666667,5.266666667,2015,NA
"286",286,"2H",16.23333333,16.23333333,7.733333333,13.6,13.76666667,5.266666667,2015,NA
"287",287,"2H",16.23333333,16.23333333,7.733333333,15.9,15.23333333,8.366666667,2015,NA
"288",288,"2H",16.23333333,16.23333333,7.733333333,15.9,15.23333333,8.366666667,2015,NA
"289",289,"2H",16.23333333,16.23333333,7.733333333,13.9,13.93333333,6.933333333,2015,NA
"290",290,"2H",16.23333333,16.23333333,7.733333333,13.9,13.93333333,6.933333333,2015,NA
"291",291,"2I",18.2,18.2,8.366666667,14.26666667,16.73333333,6.266666667,2015,NA
"292",292,"2I",18.2,18.2,8.366666667,14.26666667,16.73333333,6.266666667,2015,NA
"293",293,"2I",18.2,18.2,8.366666667,15.23333333,17.06666667,6.433333333,2015,NA
"294",294,"2I",18.2,18.2,8.366666667,15.23333333,17.06666667,6.433333333,2015,NA
"295",295,"2I",18.2,18.2,8.366666667,16.06666667,16.4,6.9,2015,NA
"296",296,"2I",18.2,18.2,8.366666667,16.06666667,16.4,6.9,2015,NA
