"plot_id","field_season_id","site_id","block","treatment_id"
226,1,5,1,1
227,1,5,1,1
228,1,5,1,1
229,1,5,1,1
230,1,5,1,1
231,1,5,1,1
232,1,5,1,1
233,1,5,1,1
234,1,5,1,1
235,1,5,1,1
236,1,5,1,1
237,1,5,1,1
238,1,5,1,1
239,1,5,1,1
240,1,5,1,1
241,1,5,2,1
242,1,5,2,1
243,1,5,2,1
244,1,5,2,1
245,1,5,2,1
246,1,5,2,1
247,1,5,2,1
248,1,5,2,1
249,1,5,2,1
250,1,5,2,1
251,1,5,2,1
252,1,5,2,1
253,1,5,2,1
254,1,5,2,1
255,1,5,2,1
256,1,5,3,1
257,1,5,3,1
258,1,5,3,1
259,1,5,3,1
260,1,5,3,1
261,1,5,3,1
262,1,5,3,1
263,1,5,3,1
264,1,5,3,1
265,1,5,3,1
266,1,5,3,1
267,1,5,3,1
268,1,5,3,1
269,1,5,3,1
270,1,5,3,1
271,1,6,1,1
272,1,6,1,1
273,1,6,1,1
274,1,6,1,1
275,1,6,1,1
276,1,6,1,1
277,1,6,1,1
278,1,6,1,1
279,1,6,1,1
280,1,6,1,1
281,1,6,1,1
282,1,6,1,1
283,1,6,1,1
284,1,6,1,1
285,1,6,1,1
286,1,6,2,1
287,1,6,2,1
288,1,6,2,1
289,1,6,2,1
290,1,6,2,1
291,1,6,2,1
292,1,6,2,1
293,1,6,2,1
294,1,6,2,1
295,1,6,2,1
296,1,6,2,1
297,1,6,2,1
298,1,6,2,1
299,1,6,2,1
300,1,6,2,1
301,1,6,3,1
302,1,6,3,1
303,1,6,3,1
304,1,6,3,1
305,1,6,3,1
306,1,6,3,1
307,1,6,3,1
308,1,6,3,1
309,1,6,3,1
310,1,6,3,1
311,1,6,3,1
312,1,6,3,1
313,1,6,3,1
314,1,6,3,1
315,1,6,3,1
316,1,6,4,2
317,1,6,4,2
318,1,6,4,2
319,1,6,4,2
320,1,6,4,2
321,1,6,4,2
322,1,6,4,2
323,1,6,4,2
324,1,6,4,2
325,1,6,4,2
326,1,6,4,2
327,1,6,4,2
328,1,6,4,2
329,1,6,4,2
330,1,6,4,2
331,1,6,5,2
332,1,6,5,2
333,1,6,5,2
334,1,6,5,2
335,1,6,5,2
336,1,6,5,2
337,1,6,5,2
338,1,6,5,2
339,1,6,5,2
340,1,6,5,2
341,1,6,5,2
342,1,6,5,2
343,1,6,5,2
344,1,6,5,2
345,1,6,5,2
346,1,6,6,2
347,1,6,6,2
348,1,6,6,2
349,1,6,6,2
350,1,6,6,2
351,1,6,6,2
352,1,6,6,2
353,1,6,6,2
354,1,6,6,2
355,1,6,6,2
356,1,6,6,2
357,1,6,6,2
358,1,6,6,2
359,1,6,6,2
360,1,6,6,2
361,1,7,1,1
362,1,7,1,1
363,1,7,1,1
364,1,7,1,1
365,1,7,1,1
366,1,7,1,1
367,1,7,1,1
368,1,7,1,1
369,1,7,1,1
370,1,7,1,1
371,1,7,1,1
372,1,7,1,1
373,1,7,1,1
374,1,7,1,1
375,1,7,1,1
376,1,7,2,1
377,1,7,2,1
378,1,7,2,1
379,1,7,2,1
380,1,7,2,1
381,1,7,2,1
382,1,7,2,1
383,1,7,2,1
384,1,7,2,1
385,1,7,2,1
386,1,7,2,1
387,1,7,2,1
388,1,7,2,1
389,1,7,2,1
390,1,7,2,1
391,1,7,3,1
392,1,7,3,1
393,1,7,3,1
394,1,7,3,1
395,1,7,3,1
396,1,7,3,1
397,1,7,3,1
398,1,7,3,1
399,1,7,3,1
400,1,7,3,1
401,1,7,3,1
402,1,7,3,1
403,1,7,3,1
404,1,7,3,1
405,1,7,3,1
406,1,7,4,2
407,1,7,4,2
408,1,7,4,2
409,1,7,4,2
410,1,7,4,2
411,1,7,4,2
412,1,7,4,2
413,1,7,4,2
414,1,7,4,2
415,1,7,4,2
416,1,7,4,2
417,1,7,4,2
418,1,7,4,2
419,1,7,4,2
420,1,7,4,2
421,1,7,5,2
422,1,7,5,2
423,1,7,5,2
424,1,7,5,2
425,1,7,5,2
426,1,7,5,2
427,1,7,5,2
428,1,7,5,2
429,1,7,5,2
430,1,7,5,2
431,1,7,5,2
432,1,7,5,2
433,1,7,5,2
434,1,7,5,2
435,1,7,5,2
436,1,7,6,2
437,1,7,6,2
438,1,7,6,2
439,1,7,6,2
440,1,7,6,2
441,1,7,6,2
442,1,7,6,2
443,1,7,6,2
444,1,7,6,2
445,1,7,6,2
446,1,7,6,2
447,1,7,6,2
448,1,7,6,2
449,1,7,6,2
450,1,7,6,2
451,2,1,1,2
452,2,1,1,2
453,2,1,1,2
454,2,1,1,2
455,2,1,1,2
456,2,1,1,2
457,2,1,1,2
458,2,1,1,2
459,2,1,1,2
460,2,1,1,2
461,2,1,1,2
462,2,1,1,2
463,2,1,1,2
464,2,1,1,2
465,2,1,1,2
466,2,1,2,2
467,2,1,2,2
468,2,1,2,2
469,2,1,2,2
470,2,1,2,2
471,2,1,2,2
472,2,1,2,2
473,2,1,2,2
474,2,1,2,2
475,2,1,2,2
476,2,1,2,2
477,2,1,2,2
478,2,1,2,2
479,2,1,2,2
480,2,1,2,2
481,2,1,3,2
482,2,1,3,2
483,2,1,3,2
484,2,1,3,2
485,2,1,3,2
486,2,1,3,2
487,2,1,3,2
488,2,1,3,2
489,2,1,3,2
490,2,1,3,2
491,2,1,3,2
492,2,1,3,2
493,2,1,3,2
494,2,1,3,2
495,2,1,3,2
496,2,2,1,1
497,2,2,1,1
498,2,2,1,1
499,2,2,1,1
500,2,2,1,1
501,2,2,1,1
502,2,2,1,1
503,2,2,1,1
504,2,2,1,1
505,2,2,1,1
506,2,2,1,1
507,2,2,1,1
508,2,2,1,1
509,2,2,1,1
510,2,2,1,1
511,2,2,2,1
512,2,2,2,1
513,2,2,2,1
514,2,2,2,1
515,2,2,2,1
516,2,2,2,1
517,2,2,2,1
518,2,2,2,1
519,2,2,2,1
520,2,2,2,1
521,2,2,2,1
522,2,2,2,1
523,2,2,2,1
524,2,2,2,1
525,2,2,2,1
526,2,2,3,1
527,2,2,3,1
528,2,2,3,1
529,2,2,3,1
530,2,2,3,1
531,2,2,3,1
532,2,2,3,1
533,2,2,3,1
534,2,2,3,1
535,2,2,3,1
536,2,2,3,1
537,2,2,3,1
538,2,2,3,1
539,2,2,3,1
540,2,2,3,1
541,2,3,1,2
542,2,3,1,2
543,2,3,1,2
544,2,3,1,2
545,2,3,1,2
546,2,3,1,2
547,2,3,1,2
548,2,3,1,2
549,2,3,1,2
550,2,3,1,2
551,2,3,1,2
552,2,3,1,2
553,2,3,1,2
554,2,3,1,2
555,2,3,1,2
556,2,3,2,2
557,2,3,2,2
558,2,3,2,2
559,2,3,2,2
560,2,3,2,2
561,2,3,2,2
562,2,3,2,2
563,2,3,2,2
564,2,3,2,2
565,2,3,2,2
566,2,3,2,2
567,2,3,2,2
568,2,3,2,2
569,2,3,2,2
570,2,3,2,2
571,2,3,3,2
572,2,3,3,2
573,2,3,3,2
574,2,3,3,2
575,2,3,3,2
576,2,3,3,2
577,2,3,3,2
578,2,3,3,2
579,2,3,3,2
580,2,3,3,2
581,2,3,3,2
582,2,3,3,2
583,2,3,3,2
584,2,3,3,2
585,2,3,3,2
586,2,4,1,1
587,2,4,1,1
588,2,4,1,1
589,2,4,1,1
590,2,4,1,1
591,2,4,1,1
592,2,4,1,1
593,2,4,1,1
594,2,4,1,1
595,2,4,1,1
596,2,4,1,1
597,2,4,1,1
598,2,4,1,1
599,2,4,1,1
600,2,4,1,1
601,2,4,2,1
602,2,4,2,1
603,2,4,2,1
604,2,4,2,1
605,2,4,2,1
606,2,4,2,1
607,2,4,2,1
608,2,4,2,1
609,2,4,2,1
610,2,4,2,1
611,2,4,2,1
612,2,4,2,1
613,2,4,2,1
614,2,4,2,1
615,2,4,2,1
616,2,4,3,1
617,2,4,3,1
618,2,4,3,1
619,2,4,3,1
620,2,4,3,1
621,2,4,3,1
622,2,4,3,1
623,2,4,3,1
624,2,4,3,1
625,2,4,3,1
626,2,4,3,1
627,2,4,3,1
628,2,4,3,1
629,2,4,3,1
630,2,4,3,1
631,2,4,4,2
632,2,4,4,2
633,2,4,4,2
634,2,4,4,2
635,2,4,4,2
636,2,4,4,2
637,2,4,4,2
638,2,4,4,2
639,2,4,4,2
640,2,4,4,2
641,2,4,4,2
642,2,4,4,2
643,2,4,4,2
644,2,4,4,2
645,2,4,4,2
646,2,4,5,2
647,2,4,5,2
648,2,4,5,2
649,2,4,5,2
650,2,4,5,2
651,2,4,5,2
652,2,4,5,2
653,2,4,5,2
654,2,4,5,2
655,2,4,5,2
656,2,4,5,2
657,2,4,5,2
658,2,4,5,2
659,2,4,5,2
660,2,4,5,2
661,2,4,6,2
662,2,4,6,2
663,2,4,6,2
664,2,4,6,2
665,2,4,6,2
666,2,4,6,2
667,2,4,6,2
668,2,4,6,2
669,2,4,6,2
670,2,4,6,2
671,2,4,6,2
672,2,4,6,2
673,2,4,6,2
674,2,4,6,2
675,2,4,6,2
676,2,5,1,1
677,2,5,1,1
678,2,5,1,1
679,2,5,1,1
680,2,5,1,1
681,2,5,1,1
682,2,5,1,1
683,2,5,1,1
684,2,5,1,1
685,2,5,1,1
686,2,5,1,1
687,2,5,1,1
688,2,5,1,1
689,2,5,1,1
690,2,5,1,1
691,2,5,2,1
692,2,5,2,1
693,2,5,2,1
694,2,5,2,1
695,2,5,2,1
696,2,5,2,1
697,2,5,2,1
698,2,5,2,1
699,2,5,2,1
700,2,5,2,1
701,2,5,2,1
702,2,5,2,1
703,2,5,2,1
704,2,5,2,1
705,2,5,2,1
706,2,5,3,1
707,2,5,3,1
708,2,5,3,1
709,2,5,3,1
710,2,5,3,1
711,2,5,3,1
712,2,5,3,1
713,2,5,3,1
714,2,5,3,1
715,2,5,3,1
716,2,5,3,1
717,2,5,3,1
718,2,5,3,1
719,2,5,3,1
720,2,5,3,1
721,2,6,1,1
722,2,6,1,1
723,2,6,1,1
724,2,6,1,1
725,2,6,1,1
726,2,6,1,1
727,2,6,1,1
728,2,6,1,1
729,2,6,1,1
730,2,6,1,1
731,2,6,1,1
732,2,6,1,1
733,2,6,1,1
734,2,6,1,1
735,2,6,1,1
736,2,6,2,1
737,2,6,2,1
738,2,6,2,1
739,2,6,2,1
740,2,6,2,1
741,2,6,2,1
742,2,6,2,1
743,2,6,2,1
744,2,6,2,1
745,2,6,2,1
746,2,6,2,1
747,2,6,2,1
748,2,6,2,1
749,2,6,2,1
750,2,6,2,1
751,2,6,3,1
752,2,6,3,1
753,2,6,3,1
754,2,6,3,1
755,2,6,3,1
756,2,6,3,1
757,2,6,3,1
758,2,6,3,1
759,2,6,3,1
760,2,6,3,1
761,2,6,3,1
762,2,6,3,1
763,2,6,3,1
764,2,6,3,1
765,2,6,3,1
766,2,6,4,2
767,2,6,4,2
768,2,6,4,2
769,2,6,4,2
770,2,6,4,2
771,2,6,4,2
772,2,6,4,2
773,2,6,4,2
774,2,6,4,2
775,2,6,4,2
776,2,6,4,2
777,2,6,4,2
778,2,6,4,2
779,2,6,4,2
780,2,6,4,2
781,2,6,5,2
782,2,6,5,2
783,2,6,5,2
784,2,6,5,2
785,2,6,5,2
786,2,6,5,2
787,2,6,5,2
788,2,6,5,2
789,2,6,5,2
790,2,6,5,2
791,2,6,5,2
792,2,6,5,2
793,2,6,5,2
794,2,6,5,2
795,2,6,5,2
796,2,6,6,2
797,2,6,6,2
798,2,6,6,2
799,2,6,6,2
800,2,6,6,2
801,2,6,6,2
802,2,6,6,2
803,2,6,6,2
804,2,6,6,2
805,2,6,6,2
806,2,6,6,2
807,2,6,6,2
808,2,6,6,2
809,2,6,6,2
810,2,6,6,2
811,2,7,1,1
812,2,7,1,1
813,2,7,1,1
814,2,7,1,1
815,2,7,1,1
816,2,7,1,1
817,2,7,1,1
818,2,7,1,1
819,2,7,1,1
820,2,7,1,1
821,2,7,1,1
822,2,7,1,1
823,2,7,1,1
824,2,7,1,1
825,2,7,1,1
826,2,7,2,1
827,2,7,2,1
828,2,7,2,1
829,2,7,2,1
830,2,7,2,1
831,2,7,2,1
832,2,7,2,1
833,2,7,2,1
834,2,7,2,1
835,2,7,2,1
836,2,7,2,1
837,2,7,2,1
838,2,7,2,1
839,2,7,2,1
840,2,7,2,1
841,2,7,3,1
842,2,7,3,1
843,2,7,3,1
844,2,7,3,1
845,2,7,3,1
846,2,7,3,1
847,2,7,3,1
848,2,7,3,1
849,2,7,3,1
850,2,7,3,1
851,2,7,3,1
852,2,7,3,1
853,2,7,3,1
854,2,7,3,1
855,2,7,3,1
856,2,7,4,2
857,2,7,4,2
858,2,7,4,2
859,2,7,4,2
860,2,7,4,2
861,2,7,4,2
862,2,7,4,2
863,2,7,4,2
864,2,7,4,2
865,2,7,4,2
866,2,7,4,2
867,2,7,4,2
868,2,7,4,2
869,2,7,4,2
870,2,7,4,2
871,2,7,5,2
872,2,7,5,2
873,2,7,5,2
874,2,7,5,2
875,2,7,5,2
876,2,7,5,2
877,2,7,5,2
878,2,7,5,2
879,2,7,5,2
880,2,7,5,2
881,2,7,5,2
882,2,7,5,2
883,2,7,5,2
884,2,7,5,2
885,2,7,5,2
886,2,7,6,2
887,2,7,6,2
888,2,7,6,2
889,2,7,6,2
890,2,7,6,2
891,2,7,6,2
892,2,7,6,2
893,2,7,6,2
894,2,7,6,2
895,2,7,6,2
896,2,7,6,2
897,2,7,6,2
898,2,7,6,2
899,2,7,6,2
900,2,7,6,2
901,2,8,1,1
902,2,8,1,1
903,2,8,1,1
904,2,8,1,1
905,2,8,1,1
906,2,8,1,1
907,2,8,1,1
908,2,8,1,1
909,2,8,1,1
910,2,8,1,1
911,2,8,1,1
912,2,8,1,1
913,2,8,1,1
914,2,8,1,1
915,2,8,1,1
916,2,8,2,1
917,2,8,2,1
918,2,8,2,1
919,2,8,2,1
920,2,8,2,1
921,2,8,2,1
922,2,8,2,1
923,2,8,2,1
924,2,8,2,1
925,2,8,2,1
926,2,8,2,1
927,2,8,2,1
928,2,8,2,1
929,2,8,2,1
930,2,8,2,1
931,2,8,3,1
932,2,8,3,1
933,2,8,3,1
934,2,8,3,1
935,2,8,3,1
936,2,8,3,1
937,2,8,3,1
938,2,8,3,1
939,2,8,3,1
940,2,8,3,1
941,2,8,3,1
942,2,8,3,1
943,2,8,3,1
944,2,8,3,1
945,2,8,3,1
946,2,8,4,2
947,2,8,4,2
948,2,8,4,2
949,2,8,4,2
950,2,8,4,2
951,2,8,4,2
952,2,8,4,2
953,2,8,4,2
954,2,8,4,2
955,2,8,4,2
956,2,8,4,2
957,2,8,4,2
958,2,8,4,2
959,2,8,4,2
960,2,8,4,2
961,2,8,5,2
962,2,8,5,2
963,2,8,5,2
964,2,8,5,2
965,2,8,5,2
966,2,8,5,2
967,2,8,5,2
968,2,8,5,2
969,2,8,5,2
970,2,8,5,2
971,2,8,5,2
972,2,8,5,2
973,2,8,5,2
974,2,8,5,2
975,2,8,5,2
976,2,8,6,2
977,2,8,6,2
978,2,8,6,2
979,2,8,6,2
980,2,8,6,2
981,2,8,6,2
982,2,8,6,2
983,2,8,6,2
984,2,8,6,2
985,2,8,6,2
986,2,8,6,2
987,2,8,6,2
988,2,8,6,2
989,2,8,6,2
990,2,8,6,2
991,2,9,1,1
992,2,9,1,1
993,2,9,1,1
994,2,9,1,1
995,2,9,1,1
996,2,9,1,1
997,2,9,1,1
998,2,9,1,1
999,2,9,1,1
1000,2,9,1,1
1001,2,9,1,1
1002,2,9,1,1
1003,2,9,1,1
1004,2,9,1,1
1005,2,9,1,1
1006,2,9,2,1
1007,2,9,2,1
1008,2,9,2,1
1009,2,9,2,1
1010,2,9,2,1
1011,2,9,2,1
1012,2,9,2,1
1013,2,9,2,1
1014,2,9,2,1
1015,2,9,2,1
1016,2,9,2,1
1017,2,9,2,1
1018,2,9,2,1
1019,2,9,2,1
1020,2,9,2,1
1021,2,9,3,1
1022,2,9,3,1
1023,2,9,3,1
1024,2,9,3,1
1025,2,9,3,1
1026,2,9,3,1
1027,2,9,3,1
1028,2,9,3,1
1029,2,9,3,1
1030,2,9,3,1
1031,2,9,3,1
1032,2,9,3,1
1033,2,9,3,1
1034,2,9,3,1
1035,2,9,3,1
1036,2,9,4,2
1037,2,9,4,2
1038,2,9,4,2
1039,2,9,4,2
1040,2,9,4,2
1041,2,9,4,2
1042,2,9,4,2
1043,2,9,4,2
1044,2,9,4,2
1045,2,9,4,2
1046,2,9,4,2
1047,2,9,4,2
1048,2,9,4,2
1049,2,9,4,2
1050,2,9,4,2
1051,2,9,5,2
1052,2,9,5,2
1053,2,9,5,2
1054,2,9,5,2
1055,2,9,5,2
1056,2,9,5,2
1057,2,9,5,2
1058,2,9,5,2
1059,2,9,5,2
1060,2,9,5,2
1061,2,9,5,2
1062,2,9,5,2
1063,2,9,5,2
1064,2,9,5,2
1065,2,9,5,2
1066,2,9,6,2
1067,2,9,6,2
1068,2,9,6,2
1069,2,9,6,2
1070,2,9,6,2
1071,2,9,6,2
1072,2,9,6,2
1073,2,9,6,2
1074,2,9,6,2
1075,2,9,6,2
1076,2,9,6,2
1077,2,9,6,2
1078,2,9,6,2
1079,2,9,6,2
1080,2,9,6,2
1081,2,10,1,1
1082,2,10,1,1
1083,2,10,1,1
1084,2,10,1,1
1085,2,10,1,1
1086,2,10,1,1
1087,2,10,1,1
1088,2,10,1,1
1089,2,10,1,1
1090,2,10,1,1
1091,2,10,1,1
1092,2,10,1,1
1093,2,10,1,1
1094,2,10,1,1
1095,2,10,1,1
1096,2,10,2,2
1097,2,10,2,2
1098,2,10,2,2
1099,2,10,2,2
1100,2,10,2,2
1101,2,10,2,2
1102,2,10,2,2
1103,2,10,2,2
1104,2,10,2,2
1105,2,10,2,2
1106,2,10,2,2
1107,2,10,2,2
1108,2,10,2,2
1109,2,10,2,2
1110,2,10,2,2
1111,2,11,1,1
1112,2,11,1,1
1113,2,11,1,1
1114,2,11,1,1
1115,2,11,1,1
1116,2,11,1,1
1117,2,11,1,1
1118,2,11,1,1
1119,2,11,1,1
1120,2,11,1,1
1121,2,11,1,1
1122,2,11,1,1
1123,2,11,1,1
1124,2,11,1,1
1125,2,11,1,1
1126,2,11,2,1
1127,2,11,2,1
1128,2,11,2,1
1129,2,11,2,1
1130,2,11,2,1
1131,2,11,2,1
1132,2,11,2,1
1133,2,11,2,1
1134,2,11,2,1
1135,2,11,2,1
1136,2,11,2,1
1137,2,11,2,1
1138,2,11,2,1
1139,2,11,2,1
1140,2,11,2,1
1141,2,11,3,1
1142,2,11,3,1
1143,2,11,3,1
1144,2,11,3,1
1145,2,11,3,1
1146,2,11,3,1
1147,2,11,3,1
1148,2,11,3,1
1149,2,11,3,1
1150,2,11,3,1
1151,2,11,3,1
1152,2,11,3,1
1153,2,11,3,1
1154,2,11,3,1
1155,2,11,3,1
1156,2,11,4,2
1157,2,11,4,2
1158,2,11,4,2
1159,2,11,4,2
1160,2,11,4,2
1161,2,11,4,2
1162,2,11,4,2
1163,2,11,4,2
1164,2,11,4,2
1165,2,11,4,2
1166,2,11,4,2
1167,2,11,4,2
1168,2,11,4,2
1169,2,11,4,2
1170,2,11,4,2
1171,2,11,5,2
1172,2,11,5,2
1173,2,11,5,2
1174,2,11,5,2
1175,2,11,5,2
1176,2,11,5,2
1177,2,11,5,2
1178,2,11,5,2
1179,2,11,5,2
1180,2,11,5,2
1181,2,11,5,2
1182,2,11,5,2
1183,2,11,5,2
1184,2,11,5,2
1185,2,11,5,2
1186,2,11,6,2
1187,2,11,6,2
1188,2,11,6,2
1189,2,11,6,2
1190,2,11,6,2
1191,2,11,6,2
1192,2,11,6,2
1193,2,11,6,2
1194,2,11,6,2
1195,2,11,6,2
1196,2,11,6,2
1197,2,11,6,2
1198,2,11,6,2
1199,2,11,6,2
1200,2,11,6,2
1201,2,12,1,1
1202,2,12,1,1
1203,2,12,1,1
1204,2,12,1,1
1205,2,12,1,1
1206,2,12,1,1
1207,2,12,1,1
1208,2,12,1,1
1209,2,12,1,1
1210,2,12,1,1
1211,2,12,1,1
1212,2,12,1,1
1213,2,12,1,1
1214,2,12,1,1
1215,2,12,1,1
1216,2,12,2,1
1217,2,12,2,1
1218,2,12,2,1
1219,2,12,2,1
1220,2,12,2,1
1221,2,12,2,1
1222,2,12,2,1
1223,2,12,2,1
1224,2,12,2,1
1225,2,12,2,1
1226,2,12,2,1
1227,2,12,2,1
1228,2,12,2,1
1229,2,12,2,1
1230,2,12,2,1
1231,2,12,3,1
1232,2,12,3,1
1233,2,12,3,1
1234,2,12,3,1
1235,2,12,3,1
1236,2,12,3,1
1237,2,12,3,1
1238,2,12,3,1
1239,2,12,3,1
1240,2,12,3,1
1241,2,12,3,1
1242,2,12,3,1
1243,2,12,3,1
1244,2,12,3,1
1245,2,12,3,1
1246,2,12,4,2
1247,2,12,4,2
1248,2,12,4,2
1249,2,12,4,2
1250,2,12,4,2
1251,2,12,4,2
1252,2,12,4,2
1253,2,12,4,2
1254,2,12,4,2
1255,2,12,4,2
1256,2,12,4,2
1257,2,12,4,2
1258,2,12,4,2
1259,2,12,4,2
1260,2,12,4,2
1261,2,12,5,2
1262,2,12,5,2
1263,2,12,5,2
1264,2,12,5,2
1265,2,12,5,2
1266,2,12,5,2
1267,2,12,5,2
1268,2,12,5,2
1269,2,12,5,2
1270,2,12,5,2
1271,2,12,5,2
1272,2,12,5,2
1273,2,12,5,2
1274,2,12,5,2
1275,2,12,5,2
1276,2,12,6,2
1277,2,12,6,2
1278,2,12,6,2
1279,2,12,6,2
1280,2,12,6,2
1281,2,12,6,2
1282,2,12,6,2
1283,2,12,6,2
1284,2,12,6,2
1285,2,12,6,2
1286,2,12,6,2
1287,2,12,6,2
1288,2,12,6,2
1289,2,12,6,2
1290,2,12,6,2
1291,2,13,1,1
1292,2,13,1,1
1293,2,13,1,1
1294,2,13,1,1
1295,2,13,1,1
1296,2,13,1,1
1297,2,13,1,1
1298,2,13,1,1
1299,2,13,1,1
1300,2,13,1,1
1301,2,13,1,1
1302,2,13,1,1
1303,2,13,1,1
1304,2,13,1,1
1305,2,13,1,1
1306,2,13,2,1
1307,2,13,2,1
1308,2,13,2,1
1309,2,13,2,1
1310,2,13,2,1
1311,2,13,2,1
1312,2,13,2,1
1313,2,13,2,1
1314,2,13,2,1
1315,2,13,2,1
1316,2,13,2,1
1317,2,13,2,1
1318,2,13,2,1
1319,2,13,2,1
1320,2,13,2,1
1321,2,13,3,1
1322,2,13,3,1
1323,2,13,3,1
1324,2,13,3,1
1325,2,13,3,1
1326,2,13,3,1
1327,2,13,3,1
1328,2,13,3,1
1329,2,13,3,1
1330,2,13,3,1
1331,2,13,3,1
1332,2,13,3,1
1333,2,13,3,1
1334,2,13,3,1
1335,2,13,3,1
1336,2,13,4,2
1337,2,13,4,2
1338,2,13,4,2
1339,2,13,4,2
1340,2,13,4,2
1341,2,13,4,2
1342,2,13,4,2
1343,2,13,4,2
1344,2,13,4,2
1345,2,13,4,2
1346,2,13,4,2
1347,2,13,4,2
1348,2,13,4,2
1349,2,13,4,2
1350,2,13,4,2
1351,2,13,5,2
1352,2,13,5,2
1353,2,13,5,2
1354,2,13,5,2
1355,2,13,5,2
1356,2,13,5,2
1357,2,13,5,2
1358,2,13,5,2
1359,2,13,5,2
