"","individual_id","plot_id","species"
"217","DENS1_217","AC-M-1","W.nitida1"
"218","DENS1_218","AC-M-1","W.nitida1"
"219","DENS1_219","AC-M-1","W.nitida1"
"220","DENS1_220","AC-M-1","W.nitida1"
"221","DENS1_221","AC-M-2","W.nitida1"
"222","DENS1_222","AC-M-2","W.nitida1"
"223","DENS1_223","AC-M-2","W.nitida1"
"224","DENS1_224","AC-M-2","W.nitida1"
"225","DENS1_225","AC-M-2","W.nitida1"
"226","DENS1_226","AC-M-2","W.nitida1"
"227","DENS1_227","AC-M-2","W.nitida1"
"228","DENS1_228","AC-M-2","W.nitida1"
"229","DENS1_229","AC-M-2","W.nitida1"
"230","DENS1_230","AC-M-2","W.nitida1"
"231","DENS1_231","AC-M-2","W.nitida1"
"232","DENS1_232","AC-M-3","W.nitida1"
"233","DENS1_233","AC-M-3","W.nitida1"
"234","DENS1_234","AC-M-3","W.nitida1"
"235","DENS1_235","AC-M-3","W.nitida1"
"236","DENS1_236","AC-M-3","W.nitida1"
"237","DENS1_237","AC-M-3","W.nitida1"
"238","DENS1_238","AC-M-3","W.nitida1"
"239","DENS1_239","AC-M-3","W.nitida1"
"240","DENS1_240","AC-M-3","W.nitida1"
"241","DENS1_241","AC-M-3","W.nitida1"
"242","DENS1_242","AC-M-3","W.nitida1"
"243","DENS1_243","ADF-H-1","W.nitida1"
"244","DENS1_244","ADF-H-1","W.nitida1"
"245","DENS1_245","ADF-H-1","W.nitida1"
"246","DENS1_246","ADF-H-1","W.nitida1"
"247","DENS1_247","ADF-H-1","W.nitida1"
"248","DENS1_248","ADF-H-1","W.nitida1"
"249","DENS1_249","ADF-H-1","W.nitida1"
"250","DENS1_250","ADF-H-1","W.nitida1"
"251","DENS1_251","ADF-H-1","W.nitida1"
"252","DENS1_252","ADF-H-1","W.nitida1"
"253","DENS1_253","ADF-H-1","W.nitida1"
"254","DENS1_254","ADF-H-2","W.nitida1"
"255","DENS1_255","ADF-H-2","W.nitida1"
"256","DENS1_256","ADF-H-2","W.nitida1"
"257","DENS1_257","ADF-H-2","W.nitida1"
"258","DENS1_258","ADF-H-2","W.nitida1"
"259","DENS1_259","ADF-H-2","W.nitida1"
"260","DENS1_260","ADF-H-2","W.nitida1"
"261","DENS1_261","ADF-H-2","W.nitida1"
"262","DENS1_262","ADF-H-2","W.nitida1"
"263","DENS1_263","ADF-H-2","W.nitida1"
"264","DENS1_264","ADF-H-2","W.nitida1"
"265","DENS1_265","ADF-H-3","W.nitida1"
"266","DENS1_266","ADF-H-3","W.nitida1"
"267","DENS1_267","ADF-H-3","W.nitida1"
"268","DENS1_268","ADF-H-3","W.nitida1"
"269","DENS1_269","ADF-H-3","W.nitida1"
"270","DENS1_270","ADF-H-3","W.nitida1"
"271","DENS1_271","ADF-H-3","W.nitida1"
"272","DENS1_272","ADF-H-3","W.nitida1"
"273","DENS1_273","ADF-H-3","W.nitida1"
"274","DENS1_274","ADF-H-3","W.nitida1"
"275","DENS1_275","ADF-H-3","W.nitida1"
"276","DENS1_276","ADF-L-1","W.nitida1"
"277","DENS1_277","ADF-L-1","W.nitida1"
"278","DENS1_278","ADF-L-1","W.nitida1"
"279","DENS1_279","ADF-L-1","W.nitida1"
"280","DENS1_280","ADF-L-1","W.nitida1"
"281","DENS1_281","ADF-L-1","W.nitida1"
"282","DENS1_282","ADF-L-1","W.nitida1"
"283","DENS1_283","ADF-L-1","W.nitida1"
"284","DENS1_284","ADF-L-1","W.nitida1"
"285","DENS1_285","ADF-L-1","W.nitida1"
"286","DENS1_286","ADF-L-1","W.nitida1"
"287","DENS1_287","ADF-L-2","W.nitida1"
"288","DENS1_288","ADF-L-2","W.nitida1"
"289","DENS1_289","ADF-L-2","W.nitida1"
"290","DENS1_290","ADF-L-2","W.nitida1"
"291","DENS1_291","ADF-L-2","W.nitida1"
"292","DENS1_292","ADF-L-2","W.nitida1"
"293","DENS1_293","ADF-L-2","W.nitida1"
"294","DENS1_294","ADF-L-2","W.nitida1"
"295","DENS1_295","ADF-L-2","W.nitida1"
"296","DENS1_296","ADF-L-2","W.nitida1"
"297","DENS1_297","ADF-L-2","W.nitida1"
"298","DENS1_298","ADF-L-3","W.nitida1"
"299","DENS1_299","ADF-L-3","W.nitida1"
"300","DENS1_300","ADF-L-3","W.nitida1"
"301","DENS1_301","ADF-L-3","W.nitida1"
"302","DENS1_302","ADF-L-3","W.nitida1"
"303","DENS1_303","ADF-L-3","W.nitida1"
"304","DENS1_304","ADF-L-3","W.nitida1"
"305","DENS1_305","ADF-L-3","W.nitida1"
"306","DENS1_306","ADF-L-3","W.nitida1"
"307","DENS1_307","ADF-L-3","W.nitida1"
"308","DENS1_308","ADF-L-3","W.nitida1"
"309","DENS1_309","ADF-M-1","W.nitida1"
"310","DENS1_310","ADF-M-1","W.nitida1"
"311","DENS1_311","ADF-M-1","W.nitida1"
"312","DENS1_312","ADF-M-1","W.nitida1"
"313","DENS1_313","ADF-M-1","W.nitida1"
"314","DENS1_314","ADF-M-1","W.nitida1"
"315","DENS1_315","ADF-M-1","W.nitida1"
"316","DENS1_316","ADF-M-1","W.nitida1"
"317","DENS1_317","ADF-M-1","W.nitida1"
"318","DENS1_318","ADF-M-1","W.nitida1"
"319","DENS1_319","ADF-M-1","W.nitida1"
"320","DENS1_320","ADF-M-2","W.nitida1"
"321","DENS1_321","ADF-M-2","W.nitida1"
"322","DENS1_322","ADF-M-2","W.nitida1"
"323","DENS1_323","ADF-M-2","W.nitida1"
"324","DENS1_324","ADF-M-2","W.nitida1"
"325","DENS1_325","ADF-M-2","W.nitida1"
"326","DENS1_326","ADF-M-2","W.nitida1"
"327","DENS1_327","ADF-M-2","W.nitida1"
"328","DENS1_328","ADF-M-2","W.nitida1"
"329","DENS1_329","ADF-M-2","W.nitida1"
"330","DENS1_330","ADF-M-2","W.nitida1"
"331","DENS1_331","ADF-M-3","W.nitida1"
"332","DENS1_332","ADF-M-3","W.nitida1"
"333","DENS1_333","ADF-M-3","W.nitida1"
"334","DENS1_334","ADF-M-3","W.nitida1"
"335","DENS1_335","ADF-M-3","W.nitida1"
"336","DENS1_336","ADF-M-3","W.nitida1"
"337","DENS1_337","ADF-M-3","W.nitida1"
"338","DENS1_338","ADF-M-3","W.nitida1"
"339","DENS1_339","ADF-M-3","W.nitida1"
"340","DENS1_340","ADF-M-3","W.nitida1"
"341","DENS1_341","ADF-M-3","W.nitida1"
"342","DENS1_342","AD-H-1","W.nitida1"
"343","DENS1_343","AD-H-1","W.nitida1"
"344","DENS1_344","AD-H-1","W.nitida1"
"345","DENS1_345","AD-H-1","W.nitida1"
"346","DENS1_346","AD-H-1","W.nitida1"
"347","DENS1_347","AD-H-1","W.nitida1"
"348","DENS1_348","AD-H-1","W.nitida1"
"349","DENS1_349","AD-H-1","W.nitida1"
"350","DENS1_350","AD-H-1","W.nitida1"
"351","DENS1_351","AD-H-1","W.nitida1"
"352","DENS1_352","AD-H-1","W.nitida1"
"353","DENS1_353","AD-H-2","W.nitida1"
"354","DENS1_354","AD-H-2","W.nitida1"
"355","DENS1_355","AD-H-2","W.nitida1"
"356","DENS1_356","AD-H-2","W.nitida1"
"357","DENS1_357","AD-H-2","W.nitida1"
"358","DENS1_358","AD-H-2","W.nitida1"
"359","DENS1_359","AD-H-2","W.nitida1"
"360","DENS1_360","AD-H-2","W.nitida1"
"361","DENS1_361","AD-H-2","W.nitida1"
"362","DENS1_362","AD-H-2","W.nitida1"
"363","DENS1_363","AD-H-2","W.nitida1"
"364","DENS1_364","AD-H-3","W.nitida1"
"365","DENS1_365","AD-H-3","W.nitida1"
"366","DENS1_366","AD-H-3","W.nitida1"
"367","DENS1_367","AD-H-3","W.nitida1"
"368","DENS1_368","AD-H-3","W.nitida1"
"369","DENS1_369","AD-H-3","W.nitida1"
"370","DENS1_370","AD-H-3","W.nitida1"
"371","DENS1_371","AD-H-3","W.nitida1"
"372","DENS1_372","AD-H-3","W.nitida1"
"373","DENS1_373","AD-H-3","W.nitida1"
"374","DENS1_374","AD-H-3","W.nitida1"
"375","DENS1_375","AD-L-1","W.nitida1"
"376","DENS1_376","AD-L-1","W.nitida1"
"377","DENS1_377","AD-L-1","W.nitida1"
"378","DENS1_378","AD-L-1","W.nitida1"
"379","DENS1_379","AD-L-1","W.nitida1"
"380","DENS1_380","AD-L-1","W.nitida1"
"381","DENS1_381","AD-L-1","W.nitida1"
"382","DENS1_382","AD-L-1","W.nitida1"
"383","DENS1_383","AD-L-1","W.nitida1"
"384","DENS1_384","AD-L-1","W.nitida1"
"385","DENS1_385","AD-L-1","W.nitida1"
"386","DENS1_386","AD-L-2","W.nitida1"
"387","DENS1_387","AD-L-2","W.nitida1"
"388","DENS1_388","AD-L-2","W.nitida1"
"389","DENS1_389","AD-L-2","W.nitida1"
"390","DENS1_390","AD-L-2","W.nitida1"
"391","DENS1_391","AD-L-2","W.nitida1"
"392","DENS1_392","AD-L-2","W.nitida1"
"393","DENS1_393","AD-L-2","W.nitida1"
"394","DENS1_394","AD-L-2","W.nitida1"
"395","DENS1_395","AD-L-2","W.nitida1"
"396","DENS1_396","AD-L-2","W.nitida1"
"397","DENS1_397","AD-L-3","W.nitida1"
"398","DENS1_398","AD-L-3","W.nitida1"
"399","DENS1_399","AD-L-3","W.nitida1"
"400","DENS1_400","AD-L-3","W.nitida1"
"401","DENS1_401","AD-L-3","W.nitida1"
"402","DENS1_402","AD-L-3","W.nitida1"
"403","DENS1_403","AD-L-3","W.nitida1"
"404","DENS1_404","AD-L-3","W.nitida1"
"405","DENS1_405","AD-L-3","W.nitida1"
"406","DENS1_406","AD-L-3","W.nitida1"
"407","DENS1_407","AD-L-3","W.nitida1"
"408","DENS1_408","AD-M-1","W.nitida1"
"409","DENS1_409","AD-M-1","W.nitida1"
"410","DENS1_410","AD-M-1","W.nitida1"
"411","DENS1_411","AD-M-1","W.nitida1"
"412","DENS1_412","AD-M-1","W.nitida1"
"413","DENS1_413","AD-M-1","W.nitida1"
"414","DENS1_414","AD-M-1","W.nitida1"
"415","DENS1_415","AD-M-1","W.nitida1"
"416","DENS1_416","AD-M-1","W.nitida1"
"417","DENS1_417","AD-M-1","W.nitida1"
"418","DENS1_418","AD-M-1","W.nitida1"
"419","DENS1_419","AD-M-2","W.nitida1"
"420","DENS1_420","AD-M-2","W.nitida1"
"421","DENS1_421","AD-M-2","W.nitida1"
"422","DENS1_422","AD-M-2","W.nitida1"
"423","DENS1_423","AD-M-2","W.nitida1"
"424","DENS1_424","AD-M-2","W.nitida1"
"425","DENS1_425","AD-M-2","W.nitida1"
"426","DENS1_426","AD-M-2","W.nitida1"
"427","DENS1_427","AD-M-2","W.nitida1"
"428","DENS1_428","AD-M-2","W.nitida1"
"429","DENS1_429","AD-M-2","W.nitida1"
"430","DENS1_430","AD-M-3","W.nitida1"
"431","DENS1_431","AD-M-3","W.nitida1"
"432","DENS1_432","AD-M-3","W.nitida1"
"433","DENS1_433","AD-M-3","W.nitida1"
"434","DENS1_434","AD-M-3","W.nitida1"
"435","DENS1_435","AD-M-3","W.nitida1"
"436","DENS1_436","AD-M-3","W.nitida1"
"437","DENS1_437","AD-M-3","W.nitida1"
"438","DENS1_438","AD-M-3","W.nitida1"
"439","DENS1_439","AD-M-3","W.nitida1"
"440","DENS1_440","AD-M-3","W.nitida1"
"441","DENS1_441","AE-H-1","W.nitida1"
"442","DENS1_442","AE-H-1","W.nitida1"
"443","DENS1_443","AE-H-1","W.nitida1"
"444","DENS1_444","AE-H-1","W.nitida1"
"445","DENS1_445","AE-H-1","W.nitida1"
"446","DENS1_446","AE-H-1","W.nitida1"
"447","DENS1_447","AE-H-1","W.nitida1"
"448","DENS1_448","AE-H-1","W.nitida1"
"449","DENS1_449","AE-H-1","W.nitida1"
"450","DENS1_450","AE-H-1","W.nitida1"
"451","DENS1_451","AE-H-1","W.nitida1"
"452","DENS1_452","AE-H-2","W.nitida1"
"453","DENS1_453","AE-H-2","W.nitida1"
"454","DENS1_454","AE-H-2","W.nitida1"
"455","DENS1_455","AE-H-2","W.nitida1"
"456","DENS1_456","AE-H-2","W.nitida1"
"457","DENS1_457","AE-H-2","W.nitida1"
"458","DENS1_458","AE-H-2","W.nitida1"
"459","DENS1_459","AE-H-2","W.nitida1"
"460","DENS1_460","AE-H-2","W.nitida1"
"461","DENS1_461","AE-H-2","W.nitida1"
"462","DENS1_462","AE-H-2","W.nitida1"
"463","DENS1_463","AE-H-3","W.nitida1"
"464","DENS1_464","AE-H-3","W.nitida1"
"465","DENS1_465","AE-H-3","W.nitida1"
"466","DENS1_466","AE-H-3","W.nitida1"
"467","DENS1_467","AE-H-3","W.nitida1"
"468","DENS1_468","AE-H-3","W.nitida1"
"469","DENS1_469","AE-H-3","W.nitida1"
"470","DENS1_470","AE-H-3","W.nitida1"
"471","DENS1_471","AE-H-3","W.nitida1"
"472","DENS1_472","AE-H-3","W.nitida1"
"473","DENS1_473","AE-H-3","W.nitida1"
"474","DENS1_474","AE-L-1","W.nitida1"
"475","DENS1_475","AE-L-1","W.nitida1"
"476","DENS1_476","AE-L-1","W.nitida1"
"477","DENS1_477","AE-L-1","W.nitida1"
"478","DENS1_478","AE-L-1","W.nitida1"
"479","DENS1_479","AE-L-1","W.nitida1"
"480","DENS1_480","AE-L-1","W.nitida1"
"481","DENS1_481","AE-L-1","W.nitida1"
"482","DENS1_482","AE-L-1","W.nitida1"
"483","DENS1_483","AE-L-1","W.nitida1"
"484","DENS1_484","AE-L-1","W.nitida1"
"485","DENS1_485","AE-L-2","W.nitida1"
"486","DENS1_486","AE-L-2","W.nitida1"
"487","DENS1_487","AE-L-2","W.nitida1"
"488","DENS1_488","AE-L-2","W.nitida1"
"489","DENS1_489","AE-L-2","W.nitida1"
"490","DENS1_490","AE-L-2","W.nitida1"
"491","DENS1_491","AE-L-2","W.nitida1"
"492","DENS1_492","AE-L-2","W.nitida1"
"493","DENS1_493","AE-L-2","W.nitida1"
"494","DENS1_494","AE-L-2","W.nitida1"
"495","DENS1_495","AE-L-2","W.nitida1"
"496","DENS1_496","AE-L-3","W.nitida1"
"497","DENS1_497","AE-L-3","W.nitida1"
"498","DENS1_498","AE-L-3","W.nitida1"
"499","DENS1_499","AE-L-3","W.nitida1"
"500","DENS1_500","AE-L-3","W.nitida1"
"501","DENS1_501","AE-L-3","W.nitida1"
"502","DENS1_502","AE-L-3","W.nitida1"
"503","DENS1_503","AE-L-3","W.nitida1"
"504","DENS1_504","AE-L-3","W.nitida1"
"505","DENS1_505","AE-L-3","W.nitida1"
"506","DENS1_506","AE-L-3","W.nitida1"
"507","DENS1_507","AE-M-1","W.nitida1"
"508","DENS1_508","AE-M-1","W.nitida1"
"509","DENS1_509","AE-M-1","W.nitida1"
"510","DENS1_510","AE-M-1","W.nitida1"
"511","DENS1_511","AE-M-1","W.nitida1"
"512","DENS1_512","AE-M-1","W.nitida1"
"513","DENS1_513","AE-M-1","W.nitida1"
"514","DENS1_514","AE-M-1","W.nitida1"
"515","DENS1_515","AE-M-1","W.nitida1"
"516","DENS1_516","AE-M-1","W.nitida1"
"517","DENS1_517","AE-M-1","W.nitida1"
"518","DENS1_518","AE-M-2","W.nitida1"
"519","DENS1_519","AE-M-2","W.nitida1"
"520","DENS1_520","AE-M-2","W.nitida1"
"521","DENS1_521","AE-M-2","W.nitida1"
"522","DENS1_522","AE-M-2","W.nitida1"
"523","DENS1_523","AE-M-2","W.nitida1"
"524","DENS1_524","AE-M-2","W.nitida1"
"525","DENS1_525","AE-M-2","W.nitida1"
"526","DENS1_526","AE-M-2","W.nitida1"
"527","DENS1_527","AE-M-2","W.nitida1"
"528","DENS1_528","AE-M-2","W.nitida1"
"529","DENS1_529","AE-M-3","W.nitida1"
"530","DENS1_530","AE-M-3","W.nitida1"
"531","DENS1_531","AE-M-3","W.nitida1"
"532","DENS1_532","AE-M-3","W.nitida1"
"533","DENS1_533","AE-M-3","W.nitida1"
"534","DENS1_534","AE-M-3","W.nitida1"
"535","DENS1_535","AE-M-3","W.nitida1"
"536","DENS1_536","AE-M-3","W.nitida1"
"537","DENS1_537","AE-M-3","W.nitida1"
"538","DENS1_538","AE-M-3","W.nitida1"
"539","DENS1_539","AE-M-3","W.nitida1"
"540","DENS1_540","AF-H-1","W.nitida1"
"541","DENS1_541","AF-H-1","W.nitida1"
"542","DENS1_542","AF-H-1","W.nitida1"
"543","DENS1_543","AF-H-1","W.nitida1"
"544","DENS1_544","AF-H-1","W.nitida1"
"545","DENS1_545","AF-H-1","W.nitida1"
"546","DENS1_546","AF-H-1","W.nitida1"
"547","DENS1_547","AF-H-1","W.nitida1"
"548","DENS1_548","AF-H-1","W.nitida1"
"549","DENS1_549","AF-H-1","W.nitida1"
"550","DENS1_550","AF-H-1","W.nitida1"
"551","DENS1_551","AF-H-2","W.nitida1"
"552","DENS1_552","AF-H-2","W.nitida1"
"553","DENS1_553","AF-H-2","W.nitida1"
"554","DENS1_554","AF-H-2","W.nitida1"
"555","DENS1_555","AF-H-2","W.nitida1"
"556","DENS1_556","AF-H-2","W.nitida1"
"557","DENS1_557","AF-H-2","W.nitida1"
